id,text,intent,category,response,confidence,created_at,updated_at,source
integrated_dataset_2025-09-29T16:19:23.890115_167,niveles disponibles,specific_questions,specific_questions,"Tenemos múltiples niveles: Principiante (números básicos), Intermedio (operaciones simples), Avanzado (cálculos complejos), y Experto (matemáticas avanzadas). Cada uno se adapta a tu progreso.",0.8,2025-09-29T16:19:23.890115,2025-09-29T16:19:23.890115,integrated_dataset
integrated_dataset_2025-09-29T16:19:23.890115_168,guardar progreso,specific_questions,specific_questions,"Tu progreso se guarda automáticamente en /models donde puedes ver todos tus modelos entrenados, estadísticas de precisión y rendimiento de reconocimiento de gestos.",0.8,2025-09-29T16:19:23.890115,2025-09-29T16:19:23.890115,integrated_dataset
integrated_dataset_2025-09-29T16:19:23.890115_169,cambiar idioma,specific_questions,specific_questions,"Actualmente la plataforma está en español. Para otras opciones de idioma, ve a configuración en /admin o contacta soporte para solicitar nuevos idiomas.",0.8,2025-09-29T16:19:23.890115,2025-09-29T16:19:23.890115,integrated_dataset
integrated_dataset_2025-09-29T16:19:23.890115_170,usar sin internet,specific_questions,specific_questions,"Algunas funciones básicas funcionan offline, pero para reconocimiento de gestos en tiempo real y sincronización de progreso necesitas conexión a internet estable.",0.8,2025-09-29T16:19:23.890115,2025-09-29T16:19:23.890115,integrated_dataset
integrated_dataset_2025-09-29T16:19:23.890115_171,compartir progreso,specific_questions,specific_questions,"Puedes compartir tu progreso desde /dashboard donde tienes opciones para exportar estadísticas, generar reportes de aprendizaje y mostrar tus logros.",0.8,2025-09-29T16:19:23.890115,2025-09-29T16:19:23.890115,integrated_dataset
integrated_dataset_2025-09-29T16:19:23.890115_172,resetear datos,specific_questions,specific_questions,"Para resetear tus datos, ve a /admin, busca la opción de configuración de cuenta, y selecciona 'Reiniciar progreso'. Esto borrará todos tus modelos entrenados.",0.8,2025-09-29T16:19:23.890115,2025-09-29T16:19:23.890115,integrated_dataset
integrated_dataset_2025-09-29T16:19:23.890115_173,contactar soporte,specific_questions,specific_questions,"Para contactar soporte: 1) Ve a /admin, 2) Busca 'Centro de Ayuda', 3) Envía tu consulta con detalles del problema, 4) Recibirás respuesta en 24-48 horas.",0.8,2025-09-29T16:19:23.890115,2025-09-29T16:19:23.890115,integrated_dataset
integrated_dataset_2025-09-29T16:19:23.890115_174,requisitos sistema,specific_questions,specific_questions,"Requisitos: navegador moderno (Chrome, Firefox, Safari, Edge), cámara web funcional, conexión a internet, JavaScript habilitado, y buena iluminación para reconocimiento de gestos.",0.8,2025-09-29T16:19:23.890115,2025-09-29T16:19:23.890115,integrated_dataset
integrated_dataset_2025-09-29T16:19:23.890115_175,cómo sumar,arithmetic,arithmetic,"¡Excelente pregunta sobre sumas! En nuestra plataforma, para sumar con gestos: 1) Ve a /arithmetic, 2) Muestra el primer número con una mano, 3) Muestra el segundo con la otra, 4) La IA calcula automáticamente. ¡Es súper visual!",0.8,2025-09-29T16:19:23.890115,2025-09-29T16:19:23.890115,integrated_dataset
integrated_dataset_2025-09-29T16:19:23.890115_176,enseñar suma,arithmetic,arithmetic,"La suma con gestos es revolucionaria: muestra 2 dedos con la mano izquierda y 3 con la derecha, ¡el resultado aparece automáticamente! Es perfecto para aprendizaje visual en /arithmetic.",0.8,2025-09-29T16:19:23.890115,2025-09-29T16:19:23.890115,integrated_dataset
integrated_dataset_2025-09-29T16:19:23.890115_177,practicar sumas,arithmetic,arithmetic,"¡Perfecto! Para practicar sumas con gestos en nuestra plataforma: activa la cámara en /arithmetic, muestra números con las manos, y la IA reconoce y calcula. ¿Empezamos?",0.8,2025-09-29T16:19:23.890115,2025-09-29T16:19:23.890115,integrated_dataset
integrated_dataset_2025-09-29T16:19:23.890115_178,cómo restar,arithmetic,arithmetic,"Para restar con gestos en la plataforma: muestra el número mayor con los dedos, luego indica la cantidad a restar. Es muy visual y está disponible en /arithmetic.",0.8,2025-09-29T16:19:23.890115,2025-09-29T16:19:23.890115,integrated_dataset
integrated_dataset_2025-09-29T16:19:23.890115_179,enseñar resta,arithmetic,arithmetic,La resta es quitar o reducir. Con gestos es como contar hacia atrás. Empiezas con todos los dedos arriba y vas bajando. ¡Es súper intuitivo!,0.8,2025-09-29T16:19:23.890115,2025-09-29T16:19:23.890115,integrated_dataset
integrated_dataset_2025-09-29T16:19:23.890115_180,practicar restas,arithmetic,arithmetic,"¡Genial! La resta con gestos es muy visual. Imagínate: tienes 4 galletas y te comes 2. Con gestos muestras 4 dedos, bajas 2, y ves que quedan 2.",0.8,2025-09-29T16:19:23.890115,2025-09-29T16:19:23.890115,integrated_dataset
integrated_dataset_2025-09-29T16:19:23.890115_181,operaciones básicas,arithmetic,arithmetic,"Las operaciones básicas incluyen suma, resta, multiplicación y división. Con gestos puedes practicar sumas y restas de forma visual e interactiva usando tu cámara.",0.8,2025-09-29T16:19:23.890115,2025-09-29T16:19:23.890115,integrated_dataset
integrated_dataset_2025-09-29T16:19:23.890115_182,matemáticas,arithmetic,arithmetic,"Las matemáticas son la base del conocimiento. En nuestra plataforma puedes aprender desde aritmética básica hasta conceptos más avanzados, todo con apoyo visual y gestos.",0.8,2025-09-29T16:19:23.890115,2025-09-29T16:19:23.890115,integrated_dataset
integrated_dataset_2025-09-29T16:19:23.890115_183,números,arithmetic,arithmetic,Los números del 0 al 9 se pueden representar con gestos de manos. La cámara reconoce tus movimientos y los convierte en números para hacer operaciones matemáticas.,0.8,2025-09-29T16:19:23.890115,2025-09-29T16:19:23.890115,integrated_dataset
integrated_dataset_2025-09-29T16:19:23.890115_184,calcular,arithmetic,arithmetic,"Para calcular con gestos, primero entrena los números del 0 al 9, luego usa la cámara para mostrar números que quieres operar. El sistema calcula automáticamente el resultado.",0.8,2025-09-29T16:19:23.890115,2025-09-29T16:19:23.890115,integrated_dataset
integrated_dataset_2025-09-29T16:19:23.890115_185,entrenar gestos,gestures,gestures,"Para entrenar gestos en nuestra plataforma: 1) Ve a /arithmetic, 2) Permite acceso a la cámara, 3) Practica números del 0 al 9, 4) La IA aprende tus gestos únicos.",0.8,2025-09-29T16:19:23.890115,2025-09-29T16:19:23.890115,integrated_dataset
integrated_dataset_2025-09-29T16:19:23.890115_186,reconocimiento gestos,gestures,gestures,Nuestro sistema de reconocimiento de gestos en /arithmetic usa IA avanzada para interpretar configuraciones de mano. Es muy preciso con buena iluminación.,0.8,2025-09-29T16:19:23.890115,2025-09-29T16:19:23.890115,integrated_dataset
integrated_dataset_2025-09-29T16:19:23.890115_187,cámara no funciona,gestures,gestures,"Si la cámara no funciona, verifica: 1) Permisos de cámara en el navegador, 2) Buena iluminación, 3) Que no esté siendo usada por otra aplicación. Los ejercicios con cámara requieren mayor ancho de banda.",0.8,2025-09-29T16:19:23.890115,2025-09-29T16:19:23.890115,integrated_dataset
integrated_dataset_2025-09-29T16:19:23.890115_188,gestos manos,gestures,gestures,Los gestos de manos representan números del 0 al 9. Cada configuración de dedos corresponde a un número específico que la cámara puede reconocer automáticamente.,0.8,2025-09-29T16:19:23.890115,2025-09-29T16:19:23.890115,integrated_dataset
integrated_dataset_2025-09-29T16:19:23.890115_189,entrenar números,gestures,gestures,"Para entrenar números, ve a la sección Aritmética, activa tu cámara y practica mostrando cada número del 0 al 9 con gestos claros y consistentes.",0.8,2025-09-29T16:19:23.890115,2025-09-29T16:19:23.890115,integrated_dataset
integrated_dataset_2025-09-29T16:19:23.890115_190,reconocer números,gestures,gestures,La cámara reconoce números cuando muestras gestos claros con buena iluminación. Asegúrate de que tus manos estén bien visibles y en el área de detección.,0.8,2025-09-29T16:19:23.890115,2025-09-29T16:19:23.890115,integrated_dataset
integrated_dataset_2025-09-29T16:19:23.890115_191,problemas cámara,gestures,gestures,"Si tienes problemas con la cámara: 1) Revisa permisos del navegador, 2) Mejora la iluminación, 3) Limpia la lente, 4) Cierra otras aplicaciones que usen la cámara.",0.8,2025-09-29T16:19:23.890115,2025-09-29T16:19:23.890115,integrated_dataset
integrated_dataset_2025-09-29T16:19:23.890115_192,configurar cámara,gestures,gestures,"Para configurar la cámara, ve a configuración del navegador, permite acceso a la cámara para este sitio, y asegúrate de tener buena iluminación en tu espacio de trabajo.",0.8,2025-09-29T16:19:23.890115,2025-09-29T16:19:23.890115,integrated_dataset
integrated_dataset_2025-09-29T16:19:23.890115_193,calidad imagen,gestures,gestures,"Para mejor calidad de imagen: usa buena iluminación natural o artificial, mantén las manos limpias, evita fondos complejos y mantén una distancia adecuada de la cámara.",0.8,2025-09-29T16:19:23.890115,2025-09-29T16:19:23.890115,integrated_dataset
integrated_dataset_2025-09-29T16:19:23.890115_194,gestos no reconoce,gestures,gestures,"Si los gestos no se reconocen: 1) Mejora la iluminación, 2) Haz gestos más claros, 3) Mantén las manos en el área de detección, 4) Entrena nuevamente los números problemáticos.",0.8,2025-09-29T16:19:23.890115,2025-09-29T16:19:23.890115,integrated_dataset
integrated_dataset_2025-09-29T16:19:23.890115_195,problema técnico,technical_support,technical_support,"Para problemas técnicos: 1) Verifica tu conexión a internet, 2) Actualiza tu navegador, 3) Limpia caché y cookies, 4) Reinicia la aplicación. Si persiste, contacta soporte.",0.8,2025-09-29T16:19:23.890115,2025-09-29T16:19:23.890115,integrated_dataset
integrated_dataset_2025-09-29T16:19:23.890115_196,no carga,technical_support,technical_support,"Si la aplicación no carga: 1) Verifica tu conexión, 2) Cierra otras pestañas del navegador, 3) Desactiva extensiones, 4) Prueba en modo incógnito.",0.8,2025-09-29T16:19:23.890115,2025-09-29T16:19:23.890115,integrated_dataset
integrated_dataset_2025-09-29T16:19:23.890115_197,lento,technical_support,technical_support,"Si experimenta lentitud: 1) Verifica tu conexión a internet, 2) Cierra otras pestañas del navegador, 3) Los ejercicios con cámara requieren mayor ancho de banda.",0.8,2025-09-29T16:19:23.890115,2025-09-29T16:19:23.890115,integrated_dataset
integrated_dataset_2025-09-29T16:19:23.890115_198,error navegador,technical_support,technical_support,"Para errores del navegador: 1) Actualiza a la última versión, 2) Habilita JavaScript, 3) Permite cookies, 4) Desactiva bloqueadores de anuncios temporalmente.",0.8,2025-09-29T16:19:23.890115,2025-09-29T16:19:23.890115,integrated_dataset
integrated_dataset_2025-09-29T16:19:23.890115_199,compatibilidad,technical_support,technical_support,"La plataforma es compatible con Chrome, Firefox, Safari y Edge. Para mejor experiencia usa las versiones más recientes de estos navegadores.",0.8,2025-09-29T16:19:23.890115,2025-09-29T16:19:23.890115,integrated_dataset
integrated_dataset_2025-09-29T16:19:23.890115_200,móvil,technical_support,technical_support,La plataforma está optimizada para móvil y escritorio con tema oscuro moderno. Funciona bien en tablets y smartphones con cámaras funcionales.,0.8,2025-09-29T16:19:23.890115,2025-09-29T16:19:23.890115,integrated_dataset
integrated_dataset_2025-09-29T16:19:23.890115_201,permisos,technical_support,technical_support,"Para usar todas las funciones, otorga permisos de cámara y micrófono en tu navegador. Ve a configuración del sitio y habilita estos permisos.",0.8,2025-09-29T16:19:23.890115,2025-09-29T16:19:23.890115,integrated_dataset
integrated_dataset_2025-09-29T16:19:23.890115_202,actualizar,technical_support,technical_support,"Para actualizar la aplicación, recarga la página (F5 o Ctrl+R). Los cambios se aplican automáticamente sin necesidad de descargas.",0.8,2025-09-29T16:19:23.890115,2025-09-29T16:19:23.890115,integrated_dataset
integrated_dataset_2025-09-29T16:19:23.890115_203,respaldo,technical_support,technical_support,"Tus datos se guardan automáticamente en la nube. Tu progreso, modelos entrenados y configuraciones están seguros y sincronizados.",0.8,2025-09-29T16:19:23.890115,2025-09-29T16:19:23.890115,integrated_dataset
integrated_dataset_2025-09-29T16:19:23.890115_204,seguridad,technical_support,technical_support,La plataforma usa encriptación HTTPS y no almacena imágenes de tu cámara. Solo procesa gestos en tiempo real para reconocimiento de números.,0.8,2025-09-29T16:19:23.890115,2025-09-29T16:19:23.890115,integrated_dataset
integrated_dataset_2025-09-29T16:19:23.890115_205,qué es la plataforma,faq_database,faq_database,Es una plataforma educativa innovadora que combina inteligencia artificial con reconocimiento de gestos para enseñar matemáticas de forma interactiva y divertida.,0.8,2025-09-29T16:19:23.890115,2025-09-29T16:19:23.890115,integrated_dataset
integrated_dataset_2025-09-29T16:19:23.890115_206,cómo empezar,faq_database,faq_database,"Para empezar: 1) Regístrate o inicia sesión, 2) Ve al panel principal, 3) Elige un curso o actividad, 4) Sigue las instrucciones paso a paso.",0.8,2025-09-29T16:19:23.890115,2025-09-29T16:19:23.890115,integrated_dataset
integrated_dataset_2025-09-29T16:19:23.890115_207,es gratis,faq_database,faq_database,La plataforma ofrece contenido gratuito básico y cursos premium. Puedes empezar sin costo y actualizar para acceder a funciones avanzadas.,0.8,2025-09-29T16:19:23.890115,2025-09-29T16:19:23.890115,integrated_dataset
integrated_dataset_2025-09-29T16:19:23.890115_208,edad mínima,faq_database,faq_database,"La plataforma es adecuada para todas las edades, desde niños de 6 años hasta adultos. El contenido se adapta al nivel de cada usuario.",0.8,2025-09-29T16:19:23.890115,2025-09-29T16:19:23.890115,integrated_dataset
integrated_dataset_2025-09-29T16:19:23.890115_209,sin cámara,faq_database,faq_database,"Aunque la cámara mejora la experiencia, también puedes usar la plataforma con teclado y mouse para algunas actividades básicas.",0.8,2025-09-29T16:19:23.890115,2025-09-29T16:19:23.890115,integrated_dataset
integrated_dataset_2025-09-29T16:19:23.890115_210,idiomas,faq_database,faq_database,"Actualmente la plataforma está disponible en español, con planes de expansión a otros idiomas según la demanda de usuarios.",0.8,2025-09-29T16:19:23.890115,2025-09-29T16:19:23.890115,integrated_dataset
integrated_dataset_2025-09-29T16:19:23.890115_211,offline,faq_database,faq_database,"Algunas funciones básicas funcionan offline, pero para reconocimiento de gestos y sincronización necesitas conexión a internet.",0.8,2025-09-29T16:19:23.890115,2025-09-29T16:19:23.890115,integrated_dataset
integrated_dataset_2025-09-29T16:19:23.890115_212,privacidad,faq_database,faq_database,Respetamos tu privacidad. No almacenamos imágenes de tu cámara y solo procesamos gestos localmente para reconocimiento de números.,0.8,2025-09-29T16:19:23.890115,2025-09-29T16:19:23.890115,integrated_dataset
integrated_dataset_2025-09-29T16:19:23.890115_213,soporte,faq_database,faq_database,"Nuestro equipo de soporte está disponible 24/7 a través del chat, email y centro de ayuda para resolver cualquier duda o problema.",0.8,2025-09-29T16:19:23.890115,2025-09-29T16:19:23.890115,integrated_dataset
integrated_dataset_2025-09-29T16:19:23.890115_214,actualizaciones,faq_database,faq_database,"La plataforma se actualiza regularmente con nuevos cursos, funciones y mejoras basadas en feedback de usuarios.",0.8,2025-09-29T16:19:23.890115,2025-09-29T16:19:23.890115,integrated_dataset
integrated_dataset_2025-09-29T16:19:23.890115_215,no entiendo,specific_intents,specific_intents,"No te preocupes, estoy aquí para ayudarte. ¿Podrías ser más específico sobre qué parte no entiendes? Puedo explicarte paso a paso.",0.8,2025-09-29T16:19:23.890115,2025-09-29T16:19:23.890115,integrated_dataset
integrated_dataset_2025-09-29T16:19:23.890115_216,muy difícil,specific_intents,specific_intents,Entiendo que puede parecer difícil al principio. Empecemos con algo más básico y avanzamos gradualmente. ¿Qué te parece más complicado?,0.8,2025-09-29T16:19:23.890115,2025-09-29T16:19:23.890115,integrated_dataset
integrated_dataset_2025-09-29T16:19:23.890115_217,muy fácil,specific_intents,specific_intents,"¡Excelente! Si esto te resulta fácil, podemos avanzar a temas más desafiantes. ¿Te interesa probar algo más avanzado?",0.8,2025-09-29T16:19:23.890115,2025-09-29T16:19:23.890115,integrated_dataset
integrated_dataset_2025-09-29T16:19:23.890115_218,aburrido,specific_intents,specific_intents,Entiendo. Probemos algo más interactivo en /arithmetic con la cámara o un enfoque diferente. ¿Prefieres ejercicios más dinámico?,0.8,2025-09-29T16:19:23.890115,2025-09-29T16:19:23.890115,integrated_dataset
integrated_dataset_2025-09-29T16:19:23.890115_219,interesante,specific_intents,specific_intents,¡Me alegra que te parezca interesante! Hay mucho más en /arithmetic y /dashboard. ¿Quieres explorar más funciones?,0.8,2025-09-29T16:19:23.890115,2025-09-29T16:19:23.890115,integrated_dataset
integrated_dataset_2025-09-29T16:19:23.890115_220,ayuda,specific_intents,specific_intents,"¡Por supuesto! Estoy aquí para ayudarte. Puedes preguntarme sobre matemáticas, uso de la plataforma, problemas técnicos o cualquier duda que tengas.",0.8,2025-09-29T16:19:23.890115,2025-09-29T16:19:23.890115,integrated_dataset
integrated_dataset_2025-09-29T16:19:23.890115_221,gracias,specific_intents,specific_intents,"¡De nada! Me alegra ayudarte con esta plataforma. Si tienes más preguntas sobre /arithmetic o quieres continuar aprendiendo, estaré aquí.",0.8,2025-09-29T16:19:23.890115,2025-09-29T16:19:23.890115,integrated_dataset
integrated_dataset_2025-09-29T16:19:23.890115_222,adiós,specific_intents,specific_intents,¡Hasta luego! Espero haberte ayudado. Recuerda que puedes volver cuando quieras para continuar aprendiendo. ¡Que tengas un buen día!,0.8,2025-09-29T16:19:23.890115,2025-09-29T16:19:23.890115,integrated_dataset
integrated_dataset_2025-09-29T16:19:23.890115_223,excelente,specific_intents,specific_intents,"¡Qué bueno que te guste! Sigue así, estás haciendo un gran trabajo. ¿Quieres continuar con más ejercicios o probar algo nuevo?",0.8,2025-09-29T16:19:23.890115,2025-09-29T16:19:23.890115,integrated_dataset
integrated_dataset_2025-09-29T16:19:23.890115_224,perfecto,specific_intents,specific_intents,¡Perfecto! Me alegra ver tu entusiasmo por aprender. Mantén esa actitud positiva y lograrás grandes cosas.,0.8,2025-09-29T16:19:23.890115,2025-09-29T16:19:23.890115,integrated_dataset
integrated_dataset_2025-09-29T16:19:23.890115_225,¿Cuál es la función principal de esta plataforma?,inicio_presentacion,inicio_presentacion,"Esta es una plataforma educativa que enseña y practica operaciones matemáticas usando gestos de las manos y la cámara del dispositivo. Puedes aprender con cursos, entrenar gestos de manos y resolver ejercicios de forma interactiva. ¿Te gustaría que te lleve a la página principal para conocer más?",0.8,2025-09-29T16:19:23.890115,2025-09-29T16:19:23.890115,integrated_dataset
integrated_dataset_2025-09-29T16:19:23.890115_226,Resúmeme de qué se trata,inicio_presentacion,inicio_presentacion,"Se trata de una plataforma educativa innovadora donde puedes aprender matemáticas de forma interactiva usando gestos de tus manos. La cámara reconoce tus movimientos para resolver operaciones. Está pensada para estudiantes, docentes y cualquier persona curiosa por la tecnología educativa. ¿Quieres ver la presentación completa?",0.8,2025-09-29T16:19:23.890115,2025-09-29T16:19:23.890115,integrated_dataset
integrated_dataset_2025-09-29T16:19:23.890115_227,¿Qué experiencia me ofrece este sitio?,inicio_presentacion,inicio_presentacion,"Te ofrece una experiencia de aprendizaje única donde combinas matemáticas con tecnología de reconocimiento de gestos. Puedes entrenar señas con tus manos, resolver ejercicios usando la cámara, seguir cursos guiados y ver tu progreso. Todo con un diseño moderno que funciona en móvil y escritorio. ¿Te interesa empezar?",0.8,2025-09-29T16:19:23.890115,2025-09-29T16:19:23.890115,integrated_dataset
integrated_dataset_2025-09-29T16:19:23.890115_228,Dame una explicación breve del sistema,inicio_presentacion,inicio_presentacion,"Es un sistema educativo que usa tu cámara para reconocer gestos de manos y enseñarte matemáticas de forma interactiva. Puedes entrenar números y operaciones con tus dedos, luego usarlos para resolver ejercicios. Incluye cursos, seguimiento de progreso y una experiencia visual moderna.",0.8,2025-09-29T16:19:23.890115,2025-09-29T16:19:23.890115,integrated_dataset
integrated_dataset_2025-09-29T16:19:23.890115_229,¿Por qué se creó esta aplicación?,inicio_presentacion,inicio_presentacion,"Se creó para hacer el aprendizaje de matemáticas más interactivo y divertido, combinando tecnología de reconocimiento de gestos con educación. Está pensada para estudiantes que quieren una forma innovadora de practicar, docentes que buscan herramientas lúdicas, y personas curiosas por experimentar con reconocimiento de manos.",0.8,2025-09-29T16:19:23.890115,2025-09-29T16:19:23.890115,integrated_dataset
integrated_dataset_2025-09-29T16:19:23.890115_230,Necesito abrir mi cuenta,autenticacion,autenticacion,"Perfecto, puedes crear tu cuenta o iniciar sesión desde la sección de autenticación. El sistema incluye opciones de registro sencillo y también reconocimiento facial como alternativa si está habilitado. ¿Te llevo al área de acceso?",0.8,2025-09-29T16:19:23.890115,2025-09-29T16:19:23.890115,integrated_dataset
integrated_dataset_2025-09-29T16:19:23.890115_231,¿Dónde puedo darme de alta?,autenticacion,autenticacion,Puedes registrarte en la sección de autenticación. Ahí encontrarás las opciones para crear una cuenta nueva con tus datos básicos. El proceso es sencillo y rápido. ¿Quieres que te dirija allí ahora?,0.8,2025-09-29T16:19:23.890115,2025-09-29T16:19:23.890115,integrated_dataset
integrated_dataset_2025-09-29T16:19:23.890115_232,¿Cómo ingreso mis datos de acceso?,autenticacion,autenticacion,En la sección de autenticación puedes ingresar tu correo y contraseña para acceder a tu cuenta. También hay opciones de reconocimiento facial si está configurado. El sistema es seguro y fácil de usar. ¿Te llevo a la pantalla de acceso?,0.8,2025-09-29T16:19:23.890115,2025-09-29T16:19:23.890115,integrated_dataset
integrated_dataset_2025-09-29T16:19:23.890115_233,Quiero validar mis credenciales,autenticacion,autenticacion,"Para validar tus credenciales, ve a la sección de autenticación donde puedes iniciar sesión con tu correo y contraseña. El sistema verificará tu identidad de forma segura. ¿Te dirijo al área de acceso?",0.8,2025-09-29T16:19:23.890115,2025-09-29T16:19:23.890115,integrated_dataset
integrated_dataset_2025-09-29T16:19:23.890115_234,¿Puedo autenticarme con cámara?,autenticacion,autenticacion,"Sí, el sistema incluye reconocimiento facial como opción de autenticación si está habilitado en la configuración. Esta función te permite acceder usando tu cámara para mayor comodidad. ¿Quieres probar esta opción en la sección de acceso?",0.8,2025-09-29T16:19:23.890115,2025-09-29T16:19:23.890115,integrated_dataset
integrated_dataset_2025-09-29T16:19:23.890115_235,Muéstrame mi área personal,panel_dashboard,panel_dashboard,"Tu área personal es el panel principal donde puedes ver tu progreso, acceder a cursos, revisar actividades recomendadas y gestionar tu aprendizaje. Es tu centro de control con tarjetas de métricas y accesos rápidos. ¿Te llevo a tu panel?",0.8,2025-09-29T16:19:23.890115,2025-09-29T16:19:23.890115,integrated_dataset
integrated_dataset_2025-09-29T16:19:23.890115_236,Quiero acceder a mi panel de progreso,panel_dashboard,panel_dashboard,"En tu panel de progreso puedes ver todas tus métricas de aprendizaje, cursos en curso, actividades completadas y recomendaciones personalizadas. Es tu vista principal para gestionar tu experiencia educativa. ¿Vamos a tu panel?",0.8,2025-09-29T16:19:23.890115,2025-09-29T16:19:23.890115,integrated_dataset
integrated_dataset_2025-09-29T16:19:23.890115_237,¿Dónde veo mis logros?,panel_dashboard,panel_dashboard,"Tus logros y avances los puedes ver en tu panel principal. Ahí se muestran tus métricas de progreso, cursos completados y actividades destacadas. Es tu centro de seguimiento personal. ¿Te dirijo a tu panel de logros?",0.8,2025-09-29T16:19:23.890115,2025-09-29T16:19:23.890115,integrated_dataset
integrated_dataset_2025-09-29T16:19:23.890115_238,Ver mi progreso diario,panel_dashboard,panel_dashboard,"Tu progreso diario se muestra en el panel principal con métricas actualizadas, actividades del día y seguimiento de tu aprendizaje. Puedes ver cuánto has practicado y qué has logrado. ¿Quieres revisar tu progreso ahora?",0.8,2025-09-29T16:19:23.890115,2025-09-29T16:19:23.890115,integrated_dataset
integrated_dataset_2025-09-29T16:19:23.890115_239,Quiero probar la sección de aritmética,aritmetica_gestos,aritmetica_gestos,"¡Excelente! En la sección de aritmética puedes usar tu cámara para entrenar y reconocer gestos de manos. Puedes practicar números, operaciones y resolver ejercicios usando tus dedos. La cámara detecta tus movimientos en tiempo real. ¿Te llevo a practicar?",0.8,2025-09-29T16:19:23.890115,2025-09-29T16:19:23.890115,integrated_dataset
integrated_dataset_2025-09-29T16:19:23.890115_240,Empezar a hacer cuentas con gestos,aritmetica_gestos,aritmetica_gestos,"Perfecto, en la sección de aritmética puedes hacer cuentas usando gestos de tus manos. La cámara reconoce números y operaciones que hagas con los dedos. Puedes entrenar nuevos gestos y luego usarlos para resolver ejercicios. ¿Empezamos a practicar?",0.8,2025-09-29T16:19:23.890115,2025-09-29T16:19:23.890115,integrated_dataset
integrated_dataset_2025-09-29T16:19:23.890115_241,Abrir práctica con cámara,aritmetica_gestos,aritmetica_gestos,"La práctica con cámara está en la sección de aritmética. Ahí puedes entrenar gestos, probar el reconocimiento en tiempo real y resolver operaciones usando tus manos. Asegúrate de tener buena iluminación y permisos de cámara. ¿Vamos a practicar?",0.8,2025-09-29T16:19:23.890115,2025-09-29T16:19:23.890115,integrated_dataset
integrated_dataset_2025-09-29T16:19:23.890115_242,Iniciar reconocimiento de manos,aritmetica_gestos,aritmetica_gestos,El reconocimiento de manos funciona en la sección de aritmética. La cámara detecta tus gestos y los interpreta como números u operaciones. Puedes entrenar nuevos gestos y probar su precisión. ¿Te llevo a iniciar el reconocimiento?,0.8,2025-09-29T16:19:23.890115,2025-09-29T16:19:23.890115,integrated_dataset
integrated_dataset_2025-09-29T16:19:23.890115_243,Quiero probar mi gesto de número 5,aritmetica_gestos,aritmetica_gestos,"Puedes probar tu gesto del número 5 en la sección de aritmética. Ahí la cámara reconocerá tu seña y te mostrará la confianza del reconocimiento. Si necesitas mejorarlo, también puedes entrenarlo nuevamente. ¿Vamos a probarlo?",0.8,2025-09-29T16:19:23.890115,2025-09-29T16:19:23.890115,integrated_dataset
integrated_dataset_2025-09-29T16:19:23.890115_244,Practicar matemáticas usando mis manos,aritmetica_gestos,aritmetica_gestos,"¡Genial! Puedes practicar matemáticas con tus manos en la sección de aritmética. Usa gestos para representar números y operaciones, la cámara los reconocerá y podrás resolver ejercicios de forma interactiva. ¿Te llevo a practicar ahora?",0.8,2025-09-29T16:19:23.890115,2025-09-29T16:19:23.890115,integrated_dataset
integrated_dataset_2025-09-29T16:19:23.890115_245,Abrir mis configuraciones de gestos,modelos_guardados,modelos_guardados,"Tus configuraciones y gestos guardados están en la sección de modelos. Ahí puedes ver todos los gestos que has entrenado, revisarlos, actualizarlos o eliminar los que no necesites. ¿Quieres revisar tus modelos guardados?",0.8,2025-09-29T16:19:23.890115,2025-09-29T16:19:23.890115,integrated_dataset
integrated_dataset_2025-09-29T16:19:23.890115_246,Consultar modelos ya creados,modelos_guardados,modelos_guardados,Puedes consultar todos tus modelos y gestos entrenados en la sección de modelos. Ahí tienes tu librería personal de señas y configuraciones guardadas. ¿Te llevo a revisar tus modelos?,0.8,2025-09-29T16:19:23.890115,2025-09-29T16:19:23.890115,integrated_dataset
integrated_dataset_2025-09-29T16:19:23.890115_247,¿Dónde están mis registros entrenados?,modelos_guardados,modelos_guardados,Tus registros y gestos entrenados están almacenados en la sección de modelos. Es tu colección personal donde puedes gestionar todos los entrenamientos que has realizado. ¿Quieres ver tus registros guardados?,0.8,2025-09-29T16:19:23.890115,2025-09-29T16:19:23.890115,integrated_dataset
integrated_dataset_2025-09-29T16:19:23.890115_248,Ver qué modelos ya grabé,modelos_guardados,modelos_guardados,Puedes ver todos los modelos que has grabado en la sección de modelos. Ahí está tu catálogo completo de gestos entrenados con opciones para gestionarlos. ¿Te muestro tus modelos guardados?,0.8,2025-09-29T16:19:23.890115,2025-09-29T16:19:23.890115,integrated_dataset
integrated_dataset_2025-09-29T16:19:23.890115_249,Abrir contenido de un curso,cursos,cursos,"Para abrir el contenido de un curso específico, puedes acceder desde tu panel principal donde verás todos los cursos disponibles, o si conoces el nombre exacto, puedo llevarte directamente. ¿Qué curso te interesa o prefieres ver la lista completa?",0.8,2025-09-29T16:19:23.890115,2025-09-29T16:19:23.890115,integrated_dataset
integrated_dataset_2025-09-29T16:19:23.890115_250,Quiero entrar a la misión de geometría,cursos,cursos,"Te llevo a la misión de geometría donde encontrarás contenidos específicos, objetivos y ejercicios relacionados. Podrás continuar donde te quedaste y ver tu progreso en esta área. ¿Empezamos con geometría?",0.8,2025-09-29T16:19:23.890115,2025-09-29T16:19:23.890115,integrated_dataset
